,Z_Rejon,POI,Do_Rejon,Czas_PrT_x,Czas_PuT_x,Czas_PrT_y,Czas_PuT_y
1792,3.0,4.0,17.0,168.660467183277,530.0816454821488,168.20304737424317,529.4966454821488
1793,3.0,4.0,18.0,168.660467183277,530.0816454821488,170.13919862761406,533.0226454821488
1794,3.0,4.0,19.0,168.660467183277,530.0816454821488,169.93184333132106,529.7546454821488
1795,3.0,4.0,20.0,168.660467183277,530.0816454821488,169.76000428977432,524.4236454821488
1796,3.0,4.0,21.0,168.660467183277,530.0816454821488,164.8189492888974,525.3416454821488
1797,3.0,4.0,22.0,168.660467183277,530.0816454821488,168.18646422277212,527.8726454821489
1798,3.0,4.0,23.0,168.660467183277,530.0816454821488,167.04559875719937,528.1066454821488
1799,3.0,4.0,24.0,168.660467183277,530.0816454821488,167.52523536679462,529.0396454821488
1800,4.0,4.0,1.0,169.0002664203652,530.6956454821488,165.96210172992463,526.1186454821488
1801,4.0,4.0,2.0,169.0002664203652,530.6956454821488,168.81974466457996,530.3316454821488
1802,4.0,4.0,3.0,169.0002664203652,530.6956454821488,168.69285504234333,530.0836454821488
1803,4.0,4.0,4.0,169.0002664203652,530.6956454821488,169.17912973622737,530.6956454821488
1804,4.0,4.0,5.0,169.0002664203652,530.6956454821488,170.09508437434434,533.9346454821488
1805,4.0,4.0,6.0,169.0002664203652,530.6956454821488,168.68427901189415,530.7696454821488
1806,4.0,4.0,7.0,169.0002664203652,530.6956454821488,168.33190492859458,527.8746454821488
1807,4.0,4.0,8.0,169.0002664203652,530.6956454821488,165.39956726903137,524.7356454821488
1808,4.0,4.0,9.0,169.0002664203652,530.6956454821488,167.0099118638718,530.2626454821489
1809,4.0,4.0,10.0,169.0002664203652,530.6956454821488,167.55726573975912,528.8506454821488
1810,4.0,4.0,11.0,169.0002664203652,530.6956454821488,168.44766794889637,530.0946454821488
1811,4.0,4.0,12.0,169.0002664203652,530.6956454821488,168.7922725203587,530.6236454821488
1812,4.0,4.0,13.0,169.0002664203652,530.6956454821488,168.35894648219426,529.3506454821488
1813,4.0,4.0,14.0,169.0002664203652,530.6956454821488,169.52624000450913,532.6066454821488
1814,4.0,4.0,15.0,169.0002664203652,530.6956454821488,166.60423557291224,526.0836454821488
1815,4.0,4.0,16.0,169.0002664203652,530.6956454821488,169.7558468755733,531.8956454821488
1816,4.0,4.0,17.0,169.0002664203652,530.6956454821488,168.20304737424317,529.4966454821488
1817,4.0,4.0,18.0,169.0002664203652,530.6956454821488,170.13919862761406,533.0226454821488
1818,4.0,4.0,19.0,169.0002664203652,530.6956454821488,169.93184333132106,529.7546454821488
1819,4.0,4.0,20.0,169.0002664203652,530.6956454821488,169.76000428977432,524.4236454821488
1820,4.0,4.0,21.0,169.0002664203652,530.6956454821488,164.8189492888974,525.3416454821488
1821,4.0,4.0,22.0,169.0002664203652,530.6956454821488,168.18646422277212,527.8726454821489
1822,4.0,4.0,23.0,169.0002664203652,530.6956454821488,167.04559875719937,528.1066454821488
1823,4.0,4.0,24.0,169.0002664203652,530.6956454821488,167.52523536679462,529.0396454821488
1824,5.0,4.0,1.0,170.03659263998046,532.2526454821489,165.96210172992463,526.1186454821488
1825,5.0,4.0,2.0,170.03659263998046,532.2526454821489,168.81974466457996,530.3316454821488
1826,5.0,4.0,3.0,170.03659263998046,532.2526454821489,168.69285504234333,530.0836454821488
1827,5.0,4.0,4.0,170.03659263998046,532.2526454821489,169.17912973622737,530.6956454821488
1828,5.0,4.0,5.0,170.03659263998046,532.2526454821489,170.09508437434434,533.9346454821488
1829,5.0,4.0,6.0,170.03659263998046,532.2526454821489,168.68427901189415,530.7696454821488
1830,5.0,4.0,7.0,170.03659263998046,532.2526454821489,168.33190492859458,527.8746454821488
1831,5.0,4.0,8.0,170.03659263998046,532.2526454821489,165.39956726903137,524.7356454821488
1832,5.0,4.0,9.0,170.03659263998046,532.2526454821489,167.0099118638718,530.2626454821489
1833,5.0,4.0,10.0,170.03659263998046,532.2526454821489,167.55726573975912,528.8506454821488
1834,5.0,4.0,11.0,170.03659263998046,532.2526454821489,168.44766794889637,530.0946454821488
1835,5.0,4.0,12.0,170.03659263998046,532.2526454821489,168.7922725203587,530.6236454821488
1836,5.0,4.0,13.0,170.03659263998046,532.2526454821489,168.35894648219426,529.3506454821488
1837,5.0,4.0,14.0,170.03659263998046,532.2526454821489,169.52624000450913,532.6066454821488
1838,5.0,4.0,15.0,170.03659263998046,532.2526454821489,166.60423557291224,526.0836454821488
1839,5.0,4.0,16.0,170.03659263998046,532.2526454821489,169.7558468755733,531.8956454821488
1840,5.0,4.0,17.0,170.03659263998046,532.2526454821489,168.20304737424317,529.4966454821488
1841,5.0,4.0,18.0,170.03659263998046,532.2526454821489,170.13919862761406,533.0226454821488
1842,5.0,4.0,19.0,170.03659263998046,532.2526454821489,169.93184333132106,529.7546454821488
1843,5.0,4.0,20.0,170.03659263998046,532.2526454821489,169.76000428977432,524.4236454821488
1844,5.0,4.0,21.0,170.03659263998046,532.2526454821489,164.8189492888974,525.3416454821488
1845,5.0,4.0,22.0,170.03659263998046,532.2526454821489,168.18646422277212,527.8726454821489
1846,5.0,4.0,23.0,170.03659263998046,532.2526454821489,167.04559875719937,528.1066454821488
1847,5.0,4.0,24.0,170.03659263998046,532.2526454821489,167.52523536679462,529.0396454821488
1848,6.0,4.0,1.0,168.68427901189415,528.3696454821488,165.96210172992463,526.1186454821488
1849,6.0,4.0,2.0,168.68427901189415,528.3696454821488,168.81974466457996,530.3316454821488
1850,6.0,4.0,3.0,168.68427901189415,528.3696454821488,168.69285504234333,530.0836454821488
1851,6.0,4.0,4.0,168.68427901189415,528.3696454821488,169.17912973622737,530.6956454821488
1852,6.0,4.0,5.0,168.68427901189415,528.3696454821488,170.09508437434434,533.9346454821488
1853,6.0,4.0,6.0,168.68427901189415,528.3696454821488,168.68427901189415,530.7696454821488
1854,6.0,4.0,7.0,168.68427901189415,528.3696454821488,168.33190492859458,527.8746454821488
1855,6.0,4.0,8.0,168.68427901189415,528.3696454821488,165.39956726903137,524.7356454821488
1856,6.0,4.0,9.0,168.68427901189415,528.3696454821488,167.0099118638718,530.2626454821489
1857,6.0,4.0,10.0,168.68427901189415,528.3696454821488,167.55726573975912,528.8506454821488
1858,6.0,4.0,11.0,168.68427901189415,528.3696454821488,168.44766794889637,530.0946454821488
1859,6.0,4.0,12.0,168.68427901189415,528.3696454821488,168.7922725203587,530.6236454821488
1860,6.0,4.0,13.0,168.68427901189415,528.3696454821488,168.35894648219426,529.3506454821488
1861,6.0,4.0,14.0,168.68427901189415,528.3696454821488,169.52624000450913,532.6066454821488
1862,6.0,4.0,15.0,168.68427901189415,528.3696454821488,166.60423557291224,526.0836454821488
1863,6.0,4.0,16.0,168.68427901189415,528.3696454821488,169.7558468755733,531.8956454821488
1864,6.0,4.0,17.0,168.68427901189415,528.3696454821488,168.20304737424317,529.4966454821488
1865,6.0,4.0,18.0,168.68427901189415,528.3696454821488,170.13919862761406,533.0226454821488
1866,6.0,4.0,19.0,168.68427901189415,528.3696454821488,169.93184333132106,529.7546454821488
1867,6.0,4.0,20.0,168.68427901189415,528.3696454821488,169.76000428977432,524.4236454821488
1868,6.0,4.0,21.0,168.68427901189415,528.3696454821488,164.8189492888974,525.3416454821488
1869,6.0,4.0,22.0,168.68427901189415,528.3696454821488,168.18646422277212,527.8726454821489
1870,6.0,4.0,23.0,168.68427901189415,528.3696454821488,167.04559875719937,528.1066454821488
1871,6.0,4.0,24.0,168.68427901189415,528.3696454821488,167.52523536679462,529.0396454821488
1872,7.0,4.0,1.0,168.33190492859458,527.8746454821488,165.96210172992463,526.1186454821488
1873,7.0,4.0,2.0,168.33190492859458,527.8746454821488,168.81974466457996,530.3316454821488
1874,7.0,4.0,3.0,168.33190492859458,527.8746454821488,168.69285504234333,530.0836454821488
1875,7.0,4.0,4.0,168.33190492859458,527.8746454821488,169.17912973622737,530.6956454821488
1876,7.0,4.0,5.0,168.33190492859458,527.8746454821488,170.09508437434434,533.9346454821488
1877,7.0,4.0,6.0,168.33190492859458,527.8746454821488,168.68427901189415,530.7696454821488
1878,7.0,4.0,7.0,168.33190492859458,527.8746454821488,168.33190492859458,527.8746454821488
1879,7.0,4.0,8.0,168.33190492859458,527.8746454821488,165.39956726903137,524.7356454821488
1880,7.0,4.0,9.0,168.33190492859458,527.8746454821488,167.0099118638718,530.2626454821489
1881,7.0,4.0,10.0,168.33190492859458,527.8746454821488,167.55726573975912,528.8506454821488
1882,7.0,4.0,11.0,168.33190492859458,527.8746454821488,168.44766794889637,530.0946454821488
1883,7.0,4.0,12.0,168.33190492859458,527.8746454821488,168.7922725203587,530.6236454821488
1884,7.0,4.0,13.0,168.33190492859458,527.8746454821488,168.35894648219426,529.3506454821488
1885,7.0,4.0,14.0,168.33190492859458,527.8746454821488,169.52624000450913,532.6066454821488
1886,7.0,4.0,15.0,168.33190492859458,527.8746454821488,166.60423557291224,526.0836454821488
1887,7.0,4.0,16.0,168.33190492859458,527.8746454821488,169.7558468755733,531.8956454821488
1888,7.0,4.0,17.0,168.33190492859458,527.8746454821488,168.20304737424317,529.4966454821488
1889,7.0,4.0,18.0,168.33190492859458,527.8746454821488,170.13919862761406,533.0226454821488
1890,7.0,4.0,19.0,168.33190492859458,527.8746454821488,169.93184333132106,529.7546454821488
1891,7.0,4.0,20.0,168.33190492859458,527.8746454821488,169.76000428977432,524.4236454821488
1892,7.0,4.0,21.0,168.33190492859458,527.8746454821488,164.8189492888974,525.3416454821488
1893,7.0,4.0,22.0,168.33190492859458,527.8746454821488,168.18646422277212,527.8726454821489
1894,7.0,4.0,23.0,168.33190492859458,527.8746454821488,167.04559875719937,528.1066454821488
1895,7.0,4.0,24.0,168.33190492859458,527.8746454821488,167.52523536679462,529.0396454821488
1896,8.0,4.0,1.0,165.39956726903137,524.7356454821488,165.96210172992463,526.1186454821488
1897,8.0,4.0,2.0,165.39956726903137,524.7356454821488,168.81974466457996,530.3316454821488
1898,8.0,4.0,3.0,165.39956726903137,524.7356454821488,168.69285504234333,530.0836454821488
1899,8.0,4.0,4.0,165.39956726903137,524.7356454821488,169.17912973622737,530.6956454821488
1900,8.0,4.0,5.0,165.39956726903137,524.7356454821488,170.09508437434434,533.9346454821488
1901,8.0,4.0,6.0,165.39956726903137,524.7356454821488,168.68427901189415,530.7696454821488
1902,8.0,4.0,7.0,165.39956726903137,524.7356454821488,168.33190492859458,527.8746454821488
1903,8.0,4.0,8.0,165.39956726903137,524.7356454821488,165.39956726903137,524.7356454821488
1904,8.0,4.0,9.0,165.39956726903137,524.7356454821488,167.0099118638718,530.2626454821489
1905,8.0,4.0,10.0,165.39956726903137,524.7356454821488,167.55726573975912,528.8506454821488
1906,8.0,4.0,11.0,165.39956726903137,524.7356454821488,168.44766794889637,530.0946454821488
1907,8.0,4.0,12.0,165.39956726903137,524.7356454821488,168.7922725203587,530.6236454821488
1908,8.0,4.0,13.0,165.39956726903137,524.7356454821488,168.35894648219426,529.3506454821488
1909,8.0,4.0,14.0,165.39956726903137,524.7356454821488,169.52624000450913,532.6066454821488
1910,8.0,4.0,15.0,165.39956726903137,524.7356454821488,166.60423557291224,526.0836454821488
1911,8.0,4.0,16.0,165.39956726903137,524.7356454821488,169.7558468755733,531.8956454821488
1912,8.0,4.0,17.0,165.39956726903137,524.7356454821488,168.20304737424317,529.4966454821488
1913,8.0,4.0,18.0,165.39956726903137,524.7356454821488,170.13919862761406,533.0226454821488
1914,8.0,4.0,19.0,165.39956726903137,524.7356454821488,169.93184333132106,529.7546454821488
1915,8.0,4.0,20.0,165.39956726903137,524.7356454821488,169.76000428977432,524.4236454821488
1916,8.0,4.0,21.0,165.39956726903137,524.7356454821488,164.8189492888974,525.3416454821488
1917,8.0,4.0,22.0,165.39956726903137,524.7356454821488,168.18646422277212,527.8726454821489
1918,8.0,4.0,23.0,165.39956726903137,524.7356454821488,167.04559875719937,528.1066454821488
1919,8.0,4.0,24.0,165.39956726903137,524.7356454821488,167.52523536679462,529.0396454821488
1920,9.0,4.0,1.0,167.0099118638718,530.2626454821489,165.96210172992463,526.1186454821488
1921,9.0,4.0,2.0,167.0099118638718,530.2626454821489,168.81974466457996,530.3316454821488
1922,9.0,4.0,3.0,167.0099118638718,530.2626454821489,168.69285504234333,530.0836454821488
1923,9.0,4.0,4.0,167.0099118638718,530.2626454821489,169.17912973622737,530.6956454821488
1924,9.0,4.0,5.0,167.0099118638718,530.2626454821489,170.09508437434434,533.9346454821488
1925,9.0,4.0,6.0,167.0099118638718,530.2626454821489,168.68427901189415,530.7696454821488
1926,9.0,4.0,7.0,167.0099118638718,530.2626454821489,168.33190492859458,527.8746454821488
1927,9.0,4.0,8.0,167.0099118638718,530.2626454821489,165.39956726903137,524.7356454821488
1928,9.0,4.0,9.0,167.0099118638718,530.2626454821489,167.0099118638718,530.2626454821489
1929,9.0,4.0,10.0,167.0099118638718,530.2626454821489,167.55726573975912,528.8506454821488
1930,9.0,4.0,11.0,167.0099118638718,530.2626454821489,168.44766794889637,530.0946454821488
1931,9.0,4.0,12.0,167.0099118638718,530.2626454821489,168.7922725203587,530.6236454821488
1932,9.0,4.0,13.0,167.0099118638718,530.2626454821489,168.35894648219426,529.3506454821488
1933,9.0,4.0,14.0,167.0099118638718,530.2626454821489,169.52624000450913,532.6066454821488
1934,9.0,4.0,15.0,167.0099118638718,530.2626454821489,166.60423557291224,526.0836454821488
1935,9.0,4.0,16.0,167.0099118638718,530.2626454821489,169.7558468755733,531.8956454821488
1936,9.0,4.0,17.0,167.0099118638718,530.2626454821489,168.20304737424317,529.4966454821488
1937,9.0,4.0,18.0,167.0099118638718,530.2626454821489,170.13919862761406,533.0226454821488
1938,9.0,4.0,19.0,167.0099118638718,530.2626454821489,169.93184333132106,529.7546454821488
1939,9.0,4.0,20.0,167.0099118638718,530.2626454821489,169.76000428977432,524.4236454821488
1940,9.0,4.0,21.0,167.0099118638718,530.2626454821489,164.8189492888974,525.3416454821488
1941,9.0,4.0,22.0,167.0099118638718,530.2626454821489,168.18646422277212,527.8726454821489
1942,9.0,4.0,23.0,167.0099118638718,530.2626454821489,167.04559875719937,528.1066454821488
1943,9.0,4.0,24.0,167.0099118638718,530.2626454821489,167.52523536679462,529.0396454821488
1944,10.0,4.0,1.0,167.55726573975912,528.8506454821488,165.96210172992463,526.1186454821488
1945,10.0,4.0,2.0,167.55726573975912,528.8506454821488,168.81974466457996,530.3316454821488
1946,10.0,4.0,3.0,167.55726573975912,528.8506454821488,168.69285504234333,530.0836454821488
1947,10.0,4.0,4.0,167.55726573975912,528.8506454821488,169.17912973622737,530.6956454821488
1948,10.0,4.0,5.0,167.55726573975912,528.8506454821488,170.09508437434434,533.9346454821488
1949,10.0,4.0,6.0,167.55726573975912,528.8506454821488,168.68427901189415,530.7696454821488
1950,10.0,4.0,7.0,167.55726573975912,528.8506454821488,168.33190492859458,527.8746454821488
1951,10.0,4.0,8.0,167.55726573975912,528.8506454821488,165.39956726903137,524.7356454821488
1952,10.0,4.0,9.0,167.55726573975912,528.8506454821488,167.0099118638718,530.2626454821489
1953,10.0,4.0,10.0,167.55726573975912,528.8506454821488,167.55726573975912,528.8506454821488
1954,10.0,4.0,11.0,167.55726573975912,528.8506454821488,168.44766794889637,530.0946454821488
1955,10.0,4.0,12.0,167.55726573975912,528.8506454821488,168.7922725203587,530.6236454821488
1956,10.0,4.0,13.0,167.55726573975912,528.8506454821488,168.35894648219426,529.3506454821488
1957,10.0,4.0,14.0,167.55726573975912,528.8506454821488,169.52624000450913,532.6066454821488
1958,10.0,4.0,15.0,167.55726573975912,528.8506454821488,166.60423557291224,526.0836454821488
1959,10.0,4.0,16.0,167.55726573975912,528.8506454821488,169.7558468755733,531.8956454821488
1960,10.0,4.0,17.0,167.55726573975912,528.8506454821488,168.20304737424317,529.4966454821488
1961,10.0,4.0,18.0,167.55726573975912,528.8506454821488,170.13919862761406,533.0226454821488
1962,10.0,4.0,19.0,167.55726573975912,528.8506454821488,169.93184333132106,529.7546454821488
1963,10.0,4.0,20.0,167.55726573975912,528.8506454821488,169.76000428977432,524.4236454821488
1964,10.0,4.0,21.0,167.55726573975912,528.8506454821488,164.8189492888974,525.3416454821488
1965,10.0,4.0,22.0,167.55726573975912,528.8506454821488,168.18646422277212,527.8726454821489
1966,10.0,4.0,23.0,167.55726573975912,528.8506454821488,167.04559875719937,528.1066454821488
1967,10.0,4.0,24.0,167.55726573975912,528.8506454821488,167.52523536679462,529.0396454821488
1968,11.0,4.0,1.0,168.44766794889637,530.0946454821488,165.96210172992463,526.1186454821488
1969,11.0,4.0,2.0,168.44766794889637,530.0946454821488,168.81974466457996,530.3316454821488
1970,11.0,4.0,3.0,168.44766794889637,530.0946454821488,168.69285504234333,530.0836454821488
1971,11.0,4.0,4.0,168.44766794889637,530.0946454821488,169.17912973622737,530.6956454821488
1972,11.0,4.0,5.0,168.44766794889637,530.0946454821488,170.09508437434434,533.9346454821488
1973,11.0,4.0,6.0,168.44766794889637,530.0946454821488,168.68427901189415,530.7696454821488
1974,11.0,4.0,7.0,168.44766794889637,530.0946454821488,168.33190492859458,527.8746454821488
1975,11.0,4.0,8.0,168.44766794889637,530.0946454821488,165.39956726903137,524.7356454821488
1976,11.0,4.0,9.0,168.44766794889637,530.0946454821488,167.0099118638718,530.2626454821489
1977,11.0,4.0,10.0,168.44766794889637,530.0946454821488,167.55726573975912,528.8506454821488
1978,11.0,4.0,11.0,168.44766794889637,530.0946454821488,168.44766794889637,530.0946454821488
1979,11.0,4.0,12.0,168.44766794889637,530.0946454821488,168.7922725203587,530.6236454821488
1980,11.0,4.0,13.0,168.44766794889637,530.0946454821488,168.35894648219426,529.3506454821488
1981,11.0,4.0,14.0,168.44766794889637,530.0946454821488,169.52624000450913,532.6066454821488
1982,11.0,4.0,15.0,168.44766794889637,530.0946454821488,166.60423557291224,526.0836454821488
1983,11.0,4.0,16.0,168.44766794889637,530.0946454821488,169.7558468755733,531.8956454821488
1984,11.0,4.0,17.0,168.44766794889637,530.0946454821488,168.20304737424317,529.4966454821488
1985,11.0,4.0,18.0,168.44766794889637,530.0946454821488,170.13919862761406,533.0226454821488
1986,11.0,4.0,19.0,168.44766794889637,530.0946454821488,169.93184333132106,529.7546454821488
1987,11.0,4.0,20.0,168.44766794889637,530.0946454821488,169.76000428977432,524.4236454821488
1988,11.0,4.0,21.0,168.44766794889637,530.0946454821488,164.8189492888974,525.3416454821488
1989,11.0,4.0,22.0,168.44766794889637,530.0946454821488,168.18646422277212,527.8726454821489
1990,11.0,4.0,23.0,168.44766794889637,530.0946454821488,167.04559875719937,528.1066454821488
1991,11.0,4.0,24.0,168.44766794889637,530.0946454821488,167.52523536679462,529.0396454821488
1992,12.0,4.0,1.0,168.7922725203587,530.6236454821488,165.96210172992463,526.1186454821488
1993,12.0,4.0,2.0,168.7922725203587,530.6236454821488,168.81974466457996,530.3316454821488
1994,12.0,4.0,3.0,168.7922725203587,530.6236454821488,168.69285504234333,530.0836454821488
1995,12.0,4.0,4.0,168.7922725203587,530.6236454821488,169.17912973622737,530.6956454821488
1996,12.0,4.0,5.0,168.7922725203587,530.6236454821488,170.09508437434434,533.9346454821488
1997,12.0,4.0,6.0,168.7922725203587,530.6236454821488,168.68427901189415,530.7696454821488
1998,12.0,4.0,7.0,168.7922725203587,530.6236454821488,168.33190492859458,527.8746454821488
1999,12.0,4.0,8.0,168.7922725203587,530.6236454821488,165.39956726903137,524.7356454821488
2000,12.0,4.0,9.0,168.7922725203587,530.6236454821488,167.0099118638718,530.2626454821489
2001,12.0,4.0,10.0,168.7922725203587,530.6236454821488,167.55726573975912,528.8506454821488
2002,12.0,4.0,11.0,168.7922725203587,530.6236454821488,168.44766794889637,530.0946454821488
2003,12.0,4.0,12.0,168.7922725203587,530.6236454821488,168.7922725203587,530.6236454821488
2004,12.0,4.0,13.0,168.7922725203587,530.6236454821488,168.35894648219426,529.3506454821488
2005,12.0,4.0,14.0,168.7922725203587,530.6236454821488,169.52624000450913,532.6066454821488
2006,12.0,4.0,15.0,168.7922725203587,530.6236454821488,166.60423557291224,526.0836454821488
2007,12.0,4.0,16.0,168.7922725203587,530.6236454821488,169.7558468755733,531.8956454821488
2008,12.0,4.0,17.0,168.7922725203587,530.6236454821488,168.20304737424317,529.4966454821488
2009,12.0,4.0,18.0,168.7922725203587,530.6236454821488,170.13919862761406,533.0226454821488
2010,12.0,4.0,19.0,168.7922725203587,530.6236454821488,169.93184333132106,529.7546454821488
2011,12.0,4.0,20.0,168.7922725203587,530.6236454821488,169.76000428977432,524.4236454821488
2012,12.0,4.0,21.0,168.7922725203587,530.6236454821488,164.8189492888974,525.3416454821488
2013,12.0,4.0,22.0,168.7922725203587,530.6236454821488,168.18646422277212,527.8726454821489
2014,12.0,4.0,23.0,168.7922725203587,530.6236454821488,167.04559875719937,528.1066454821488
2015,12.0,4.0,24.0,168.7922725203587,530.6236454821488,167.52523536679462,529.0396454821488
2016,13.0,4.0,1.0,168.35894648219426,529.3506454821488,165.96210172992463,526.1186454821488
2017,13.0,4.0,2.0,168.35894648219426,529.3506454821488,168.81974466457996,530.3316454821488
2018,13.0,4.0,3.0,168.35894648219426,529.3506454821488,168.69285504234333,530.0836454821488
2019,13.0,4.0,4.0,168.35894648219426,529.3506454821488,169.17912973622737,530.6956454821488
2020,13.0,4.0,5.0,168.35894648219426,529.3506454821488,170.09508437434434,533.9346454821488
2021,13.0,4.0,6.0,168.35894648219426,529.3506454821488,168.68427901189415,530.7696454821488
2022,13.0,4.0,7.0,168.35894648219426,529.3506454821488,168.33190492859458,527.8746454821488
2023,13.0,4.0,8.0,168.35894648219426,529.3506454821488,165.39956726903137,524.7356454821488
2024,13.0,4.0,9.0,168.35894648219426,529.3506454821488,167.0099118638718,530.2626454821489
2025,13.0,4.0,10.0,168.35894648219426,529.3506454821488,167.55726573975912,528.8506454821488
2026,13.0,4.0,11.0,168.35894648219426,529.3506454821488,168.44766794889637,530.0946454821488
2027,13.0,4.0,12.0,168.35894648219426,529.3506454821488,168.7922725203587,530.6236454821488
2028,13.0,4.0,13.0,168.35894648219426,529.3506454821488,168.35894648219426,529.3506454821488
2029,13.0,4.0,14.0,168.35894648219426,529.3506454821488,169.52624000450913,532.6066454821488
2030,13.0,4.0,15.0,168.35894648219426,529.3506454821488,166.60423557291224,526.0836454821488
2031,13.0,4.0,16.0,168.35894648219426,529.3506454821488,169.7558468755733,531.8956454821488
2032,13.0,4.0,17.0,168.35894648219426,529.3506454821488,168.20304737424317,529.4966454821488
2033,13.0,4.0,18.0,168.35894648219426,529.3506454821488,170.13919862761406,533.0226454821488
2034,13.0,4.0,19.0,168.35894648219426,529.3506454821488,169.93184333132106,529.7546454821488
2035,13.0,4.0,20.0,168.35894648219426,529.3506454821488,169.76000428977432,524.4236454821488
2036,13.0,4.0,21.0,168.35894648219426,529.3506454821488,164.8189492888974,525.3416454821488
2037,13.0,4.0,22.0,168.35894648219426,529.3506454821488,168.18646422277212,527.8726454821489
2038,13.0,4.0,23.0,168.35894648219426,529.3506454821488,167.04559875719937,528.1066454821488
2039,13.0,4.0,24.0,168.35894648219426,529.3506454821488,167.52523536679462,529.0396454821488
2040,14.0,4.0,1.0,169.52624000450913,532.4196454821488,165.96210172992463,526.1186454821488
2041,14.0,4.0,2.0,169.52624000450913,532.4196454821488,168.81974466457996,530.3316454821488
2042,14.0,4.0,3.0,169.52624000450913,532.4196454821488,168.69285504234333,530.0836454821488
2043,14.0,4.0,4.0,169.52624000450913,532.4196454821488,169.17912973622737,530.6956454821488
2044,14.0,4.0,5.0,169.52624000450913,532.4196454821488,170.09508437434434,533.9346454821488
2045,14.0,4.0,6.0,169.52624000450913,532.4196454821488,168.68427901189415,530.7696454821488
2046,14.0,4.0,7.0,169.52624000450913,532.4196454821488,168.33190492859458,527.8746454821488
2047,14.0,4.0,8.0,169.52624000450913,532.4196454821488,165.39956726903137,524.7356454821488
2048,14.0,4.0,9.0,169.52624000450913,532.4196454821488,167.0099118638718,530.2626454821489
2049,14.0,4.0,10.0,169.52624000450913,532.4196454821488,167.55726573975912,528.8506454821488
2050,14.0,4.0,11.0,169.52624000450913,532.4196454821488,168.44766794889637,530.0946454821488
2051,14.0,4.0,12.0,169.52624000450913,532.4196454821488,168.7922725203587,530.6236454821488
2052,14.0,4.0,13.0,169.52624000450913,532.4196454821488,168.35894648219426,529.3506454821488
2053,14.0,4.0,14.0,169.52624000450913,532.4196454821488,169.52624000450913,532.6066454821488
2054,14.0,4.0,15.0,169.52624000450913,532.4196454821488,166.60423557291224,526.0836454821488
2055,14.0,4.0,16.0,169.52624000450913,532.4196454821488,169.7558468755733,531.8956454821488
2056,14.0,4.0,17.0,169.52624000450913,532.4196454821488,168.20304737424317,529.4966454821488
2057,14.0,4.0,18.0,169.52624000450913,532.4196454821488,170.13919862761406,533.0226454821488
2058,14.0,4.0,19.0,169.52624000450913,532.4196454821488,169.93184333132106,529.7546454821488
2059,14.0,4.0,20.0,169.52624000450913,532.4196454821488,169.76000428977432,524.4236454821488
2060,14.0,4.0,21.0,169.52624000450913,532.4196454821488,164.8189492888974,525.3416454821488
2061,14.0,4.0,22.0,169.52624000450913,532.4196454821488,168.18646422277212,527.8726454821489
2062,14.0,4.0,23.0,169.52624000450913,532.4196454821488,167.04559875719937,528.1066454821488
2063,14.0,4.0,24.0,169.52624000450913,532.4196454821488,167.52523536679462,529.0396454821488
2064,15.0,4.0,1.0,166.60423557291224,526.0836454821488,165.96210172992463,526.1186454821488
2065,15.0,4.0,2.0,166.60423557291224,526.0836454821488,168.81974466457996,530.3316454821488
2066,15.0,4.0,3.0,166.60423557291224,526.0836454821488,168.69285504234333,530.0836454821488
2067,15.0,4.0,4.0,166.60423557291224,526.0836454821488,169.17912973622737,530.6956454821488
2068,15.0,4.0,5.0,166.60423557291224,526.0836454821488,170.09508437434434,533.9346454821488
2069,15.0,4.0,6.0,166.60423557291224,526.0836454821488,168.68427901189415,530.7696454821488
2070,15.0,4.0,7.0,166.60423557291224,526.0836454821488,168.33190492859458,527.8746454821488
2071,15.0,4.0,8.0,166.60423557291224,526.0836454821488,165.39956726903137,524.7356454821488
2072,15.0,4.0,9.0,166.60423557291224,526.0836454821488,167.0099118638718,530.2626454821489
2073,15.0,4.0,10.0,166.60423557291224,526.0836454821488,167.55726573975912,528.8506454821488
2074,15.0,4.0,11.0,166.60423557291224,526.0836454821488,168.44766794889637,530.0946454821488
2075,15.0,4.0,12.0,166.60423557291224,526.0836454821488,168.7922725203587,530.6236454821488
2076,15.0,4.0,13.0,166.60423557291224,526.0836454821488,168.35894648219426,529.3506454821488
2077,15.0,4.0,14.0,166.60423557291224,526.0836454821488,169.52624000450913,532.6066454821488
2078,15.0,4.0,15.0,166.60423557291224,526.0836454821488,166.60423557291224,526.0836454821488
2079,15.0,4.0,16.0,166.60423557291224,526.0836454821488,169.7558468755733,531.8956454821488
2080,15.0,4.0,17.0,166.60423557291224,526.0836454821488,168.20304737424317,529.4966454821488
2081,15.0,4.0,18.0,166.60423557291224,526.0836454821488,170.13919862761406,533.0226454821488
2082,15.0,4.0,19.0,166.60423557291224,526.0836454821488,169.93184333132106,529.7546454821488
2083,15.0,4.0,20.0,166.60423557291224,526.0836454821488,169.76000428977432,524.4236454821488
2084,15.0,4.0,21.0,166.60423557291224,526.0836454821488,164.8189492888974,525.3416454821488
2085,15.0,4.0,22.0,166.60423557291224,526.0836454821488,168.18646422277212,527.8726454821489
2086,15.0,4.0,23.0,166.60423557291224,526.0836454821488,167.04559875719937,528.1066454821488
2087,15.0,4.0,24.0,166.60423557291224,526.0836454821488,167.52523536679462,529.0396454821488
