28 x 28;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;101;102;103;104
;Name;;;;;;;;;;;;;;;;;;;;;;;;;;DK5 Znin;DK15 Strzelno;DK15 Wrzesnia;S5 Poznan
15;;387.353274;1.476429;24.229681;23.481843;0.845485;2.225891;44.177715;14.382724;19.732718;8.990403;3.227664;17.175907;5.646359;11.38629;0.010869;0;0.002293;8.224716;1.856685;5.84872;1.182754;11.625198;47.17005;39.436038;95.016843;0;0;0;0
16;;38.908253;0.105855;2.537072;2.48049;0.088752;0.206019;5.984223;0.16671;0.349911;0.083865;0.099663;0.166042;0.134067;0.274069;0.00101;0.448962;0;0.340853;0.185374;1.225824;0.00807;0.207558;6.350953;5.427316;12.035594;0;0;0;0
17;;2298.180806;14.628889;250.792494;198.191926;5.226156;100.771933;96.491743;12.715895;25.041926;30.545004;34.246957;103.740504;109.153945;178.127995;0.293183;32.157606;0.006038;0;54.873154;8.154365;6.132723;51.836713;120.575519;376.134293;488.341844;0;0;0;0
18;;255.929841;0.828679;29.688633;30.03637;1.117789;14.401071;19.880495;0.622791;1.508695;0.782646;1.823805;3.584108;4.106372;8.299912;0.043828;1.800903;0.000918;13.90725;0;3.029537;0.190784;2.942843;19.74964;46.736305;50.846468;0;0;0;0
19;;2409.717798;7.498112;174.617868;169.796544;6.099024;7.147952;166.705452;29.079734;63.342375;16.959983;7.310843;12.521537;10.075025;20.569238;0.075035;62.922886;0.067346;25.22172;33.602517;0;0.61826;37.33236;429.931533;359.55808;768.664376;0;0;0;0
20;;83.868901;0.557826;0.933951;3.397318;0.057862;0.174571;1.597359;0.27437;1.357482;4.518169;2.482148;8.983451;5.377545;11.919558;0.006544;2.275286;0.000083;3.08265;0.383891;0.115205;0;3.08829;2.951704;15.375972;14.957667;0;0;0;0
21;;577.571399;2.263214;25.05089;19.813008;0.333166;4.958351;53.446025;10.693556;17.545364;13.247373;7.207292;34.105894;15.79654;28.090758;0.03476;19.308309;0.00176;22.496269;2.498838;5.763437;2.666369;0;79.128643;88.033227;125.088354;0;0;0;0
22;;1011.614576;6.89711;119.79075;111.442243;4.132039;18.346583;42.371035;18.403042;59.89459;20.103545;9.127101;19.458756;15.244747;30.813558;0.089588;34.467599;0.023698;22.313504;14.878244;29.200897;1.080346;34.812444;0;180.994078;217.729076;0;0;0;0
23;;5498.168453;18.827193;425.802491;385.695289;17.978196;226.279657;645.923774;122.635837;233.936468;91.505425;63.620225;320.751873;229.759309;448.628513;1.058531;179.757546;0.088224;312.852903;153.380547;106.387197;25.44304;168.721658;788.474729;0;530.659828;0;0;0;0
24;;4678.501258;32.392702;565.443248;506.017138;19.233079;143.902363;650.588877;103.918768;198.733012;48.126619;70.876506;197.165759;149.875167;299.477275;0.592074;179.992883;0.113766;214.1867;99.207301;133.019359;12.419342;136.194357;601.536744;315.488217;0;0;0;0;0
101;DK5 Znin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;DK15 Strzelno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;DK15 Wrzesnia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;S5 Poznan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0

