28 x 28;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;101;102;103;104
;Name;;;;;;;;;;;;;;;;;;;;;;;;;;DK5 Znin;DK15 Strzelno;DK15 Wrzesnia;S5 Poznan
;;Sum;123.55;2295.3;2017.75;73.5;722.75;2234.05;369.95;710.15;318.15;270.2;951.3;833.7;1588.3;3.15;641.9;0.35;1021.3;548.45;347.9;70;584.5;2836.75;2567.95;3960.6;0;0;0;0
1;;63.117833;0;3.710441;4.130808;0.089129;1.029965;4.517048;1.532749;2.640007;1.396975;0.666823;3.234112;2.324893;4.545947;0.006447;1.184623;0.000222;3.175033;0.69657;0.463028;0.253178;1.093326;6.895134;4.745535;14.785839;0;0;0;0
2;;841.282891;3.946318;0;16.518576;2.126091;31.486781;95.089492;3.147086;6.207916;4.304795;7.86803;18.55522;26.95418;53.471223;0.173967;8.298257;0.009787;49.501615;23.121376;12.260737;0.36674;13.896997;123.838098;108.459291;231.680319;0;0;0;0
3;;630.313697;3.184101;13.650505;0;0.29995;27.253628;73.888824;7.0423;15.130604;4.266836;6.94113;17.8882;10.896399;21.928192;0.104149;14.658312;0.007907;32.32711;19.330675;9.852191;1.088455;12.824097;95.204379;75.635904;166.909848;0;0;0;0
4;;140.934338;0.47504;10.473871;1.788128;0;5.500817;16.207136;1.487487;3.214107;0.243866;0.607477;1.136243;1.407991;2.852037;0.015851;3.14635;0.001687;5.081742;4.288531;2.109666;0.058906;0.956941;21.043638;21.017405;37.819421;0;0;0;0
5;;1321.151344;3.364814;166.193564;174.074102;5.893696;0;67.847917;1.175179;3.2647;2.193682;6.382805;8.45122;37.122565;74.591973;0.341012;3.761895;0.004195;104.985751;59.197617;2.649082;0.361819;9.825112;100.108768;227.866414;261.493462;0;0;0;0
6;;370.925345;2.036691;40.00591;37.617878;1.384116;5.408069;0;8.984271;17.50261;5.404202;2.408329;4.757435;3.761223;7.628525;0.026427;14.040112;0.009712;8.697321;6.513918;4.924581;0.253934;10.226778;18.428572;64.488233;106.416498;0;0;0;0
7;;89.921296;0.832198;4.958357;4.914577;0.174131;0.328519;12.315128;0;5.240108;1.31491;0.657078;1.18679;0.948602;1.931879;0.001607;6.265628;0.000371;1.410347;0.279714;1.177514;0.060363;2.804799;10.971559;8.274133;23.872983;0;0;0;0
8;;632.042953;4.841902;36.273033;35.668369;1.270978;1.507822;81.042765;17.70091;0;7.292725;4.298653;18.089957;6.510253;11.202399;0.011401;29.037931;0.002629;9.628877;2.288906;8.664137;1.038416;15.545233;120.620649;68.659942;150.845068;0;0;0;0
9;;77.816506;0.657996;2.454928;1.270502;0.018656;0.207928;6.426378;1.140708;1.872893;0;1.435104;6.870691;3.780946;9.038349;0.004865;3.397669;0.000162;3.016277;0.136592;0.595771;0.887611;3.014309;10.397523;10.863773;10.326874;0;0;0;0
10;;495.431754;2.726576;36.56214;35.099243;0.820674;8.918651;24.453971;4.842468;9.165172;11.914299;0;25.266036;17.789317;26.398189;0.064981;10.291668;0.001654;28.076186;5.962631;2.206227;4.048302;13.614924;40.172516;62.706715;124.329217;0;0;0;0
11;;394.270296;2.770225;21.194974;20.9458;0.39564;1.532921;11.210562;2.02371;8.890387;13.148019;5.823875;0;24.624097;48.793173;0.04603;12.421715;0.000638;19.603761;2.707684;0.874926;3.377252;14.850717;19.90427;72.872385;86.257536;0;0;0;0
12;;283.597932;1.898197;24.378265;11.925692;0.258494;6.361049;8.366023;1.527372;3.022536;6.835195;3.873688;23.262199;0;30.973068;0.073534;3.943447;0.000486;19.485921;2.8924;0.664668;1.90983;6.497861;14.717109;49.312539;61.41836;0;0;0;0
13;;280.139421;1.987294;25.803031;12.804934;0.27937;6.819567;9.050465;1.659351;2.774972;8.717932;3.066998;24.593677;16.525635;0;0.074307;4.241673;0.00053;16.966319;3.119231;0.723867;2.258628;6.165181;15.865711;51.374198;65.26655;0;0;0;0
14;;2230.739835;9.352637;290.753902;210.639222;5.377526;107.979893;96.467593;4.792984;9.781449;16.253533;26.147806;80.354391;135.884823;257.35788;0;14.078736;0.005893;96.717175;57.047603;7.989063;4.294878;26.422303;142.71256;314.490007;315.837975;0;0;0;0
