,Z_Rejon,Do_Rejon,L_Podrozy,Przez_POI,Czas_PrT,Czas_PuT
89,1.0,4.0,0.08912920551678351,25.0,207.2814320853415,1453.2841825867995
90,1.0,4.0,0.08912920551678351,26.0,175.88838457372836,970.1818897628275
91,1.0,4.0,0.08912920551678351,27.0,105.08930853159931,700.5194276761324
92,1.0,4.0,0.08912920551678351,28.0,247.09542818926664,405.2001158009373
93,1.0,4.0,0.08912920551678351,29.0,154.38419203358913,999999.0
94,1.0,4.0,0.08912920551678351,30.0,215.524436501319,572.8402777951577
95,1.0,4.0,0.08912920551678351,31.0,158.12631531521885,828.3895305810879
96,1.0,4.0,0.08912920551678351,32.0,318.6767035075787,541.6184618464719
97,1.0,5.0,1.02996472788368,1.0,387.1285037905934,878.2902620998351
98,1.0,5.0,1.02996472788368,2.0,142.32892725835907,856.3726568986214
99,1.0,5.0,1.02996472788368,3.0,485.73122238515157,894.749911964763
100,1.0,5.0,1.02996472788368,4.0,336.057186104269,1060.0532909642975
101,1.0,5.0,1.02996472788368,5.0,250.7623235293433,803.7800158203347
102,1.0,5.0,1.02996472788368,6.0,781.2475176454969,1963.6994668059538
103,1.0,5.0,1.02996472788368,7.0,829.2205853538758,999999.0
104,1.0,5.0,1.02996472788368,8.0,252.99518553590147,907.7882152625228
105,1.0,5.0,1.02996472788368,9.0,127.48001601242504,532.8275968594247
106,1.0,5.0,1.02996472788368,10.0,130.03474546290275,893.0586199508931
107,1.0,5.0,1.02996472788368,11.0,186.13684605626605,554.8445170196713
108,1.0,5.0,1.02996472788368,12.0,159.3801764951794,498.89014609597774
109,1.0,5.0,1.02996472788368,13.0,162.203874217006,180.58922516769545
110,1.0,5.0,1.02996472788368,14.0,263.6827271773645,598.6304493363781
111,1.0,5.0,1.02996472788368,15.0,169.77565313828006,554.8856814897662
112,1.0,5.0,1.02996472788368,16.0,454.08862489058197,578.438565331253
113,1.0,5.0,1.02996472788368,17.0,118.92426471970386,394.085209468232
114,1.0,5.0,1.02996472788368,18.0,142.43809566157003,638.6753875949629
115,1.0,5.0,1.02996472788368,19.0,132.8512702758092,340.53031283708384
116,1.0,5.0,1.02996472788368,20.0,170.92486653860374,1198.0260182921993
117,1.0,5.0,1.02996472788368,21.0,227.0566454003132,673.8659732497282
118,1.0,5.0,1.02996472788368,22.0,187.60640946488752,599.1266646563338
119,1.0,5.0,1.02996472788368,23.0,232.3306843539371,1049.2542531736017
120,1.0,5.0,1.02996472788368,24.0,349.8527159467724,1202.3176661318453
121,1.0,5.0,1.02996472788368,25.0,205.53493182847419,1450.9021825867997
122,1.0,5.0,1.02996472788368,26.0,173.33112511450764,967.7998897628275
123,1.0,5.0,1.02996472788368,27.0,102.90950268668934,698.1374276761325
124,1.0,5.0,1.02996472788368,28.0,245.37259012015704,402.8181158009373
125,1.0,5.0,1.02996472788368,29.0,155.35308109475906,999999.0
126,1.0,5.0,1.02996472788368,30.0,217.39812716423992,574.5232777951577
127,1.0,5.0,1.02996472788368,31.0,160.00000597813974,830.073530581088
128,1.0,5.0,1.02996472788368,32.0,320.5503941704996,543.3024618464719
129,1.0,6.0,4.517047731523864,1.0,384.4867543077334,872.7262620998351
130,1.0,6.0,4.517047731523864,2.0,142.84141775156576,857.4836568986213
131,1.0,6.0,4.517047731523864,3.0,485.6550655042722,890.0359119647629
132,1.0,6.0,4.517047731523864,4.0,334.6463807418188,1056.8882909642975
133,1.0,6.0,4.517047731523864,5.0,253.74034545958216,806.5060158203347
134,1.0,6.0,4.517047731523864,6.0,778.605768162637,1959.3154668059537
135,1.0,6.0,4.517047731523864,7.0,828.0843067984499,999999.0
136,1.0,6.0,4.517047731523864,8.0,253.1045802864077,904.6222152625228
137,1.0,6.0,4.517047731523864,9.0,125.69749576175944,531.7525968594247
138,1.0,6.0,4.517047731523864,10.0,128.17485542350033,891.9836199508931
139,1.0,6.0,4.517047731523864,11.0,184.27695601686364,551.7285170196714
140,1.0,6.0,4.517047731523864,12.0,157.50561673074557,495.7741460959777
141,1.0,6.0,4.517047731523864,13.0,160.50658419409677,176.80422516769545
142,1.0,6.0,4.517047731523864,14.0,262.61125015095155,595.4674493363781
143,1.0,6.0,4.517047731523864,15.0,168.63725984119836,551.7696814897662
